H3 Content	OS Content	GK Content
<015v>	шоу вь҆ н҄ихъ· о҅ви о̑устрь҆мишꙙ сꙙ о̑уби-	νης ἐν αὐτοῖς οἱ μὲν ὥρμησαν εἰς ἀναίρε-
<015v>	ти ї· о҅ви же ставь҆ꙗ҅хѫ ѧ҅ въꙁбран҄ꙗѭ̑ште	σιν αὐτοῦ, οἱ δὲ ἐπεῖχον αὐτῶν τὴν ὁρμὴν καὶ ἐκώλυον
<015v>	и҅мъ· ꙗ҅ко мало сладъко слꙑшꙙште· и҅ о-	ὡς μικροῦ δεῖν ἡδέως ἐπακούσαντες καὶ μετα-
<015v>	братити сꙙ хотꙙште· нъ ѥ҅д꙽наче съврь-	βαλέσθαι θέλοντες ἀλλ' οὔπω τὸ τέλει-
<015v>	шениꙗ не и҅мѣа҅хѫ· ѥ҅д꙽ва же ставишꙙ	ον ἔχοντες. Μόλις δὲ παυσαμένων ἐκείνων
<015v>	мꙙтежь҆· и҅же сꙙ мнѣа҅хѫ о҅браштаѭ̑-	τῆς ἐγχειρήσεως οἱ δοκοῦντες μεταβαλέσ -
<015v>	ште сꙙ· начꙙшꙙ глаголати къ правед꙽-	θαι ἤρξαντο λέγειν τῷ δικαί-
<015v>	ноуо̑умоу· како можеши о̑увѣрити на-	ῳ· „Πῶς δύνασαι πεῖσαι ἡ-
<015v>	съ ꙗ҅ко ѥстъ богъ· вꙙштиї нашего бо-	μᾶς, ὅτι ἔστιν θεὸς μείζων τοῦ
<015v>	га· нами чь҆сть҆ноу сѫштоу· Много	παρ' ἡμῶν σεβομένου;”. Ἐπὶ πολὺ
<015v>	же ѥ҅моу глагол҄ѫштоу къ н҄имъ и҅ оучꙙ-	δὲ διαλεγομένου αὐτοῖς καὶ νουθε-
<015v>	штоу· никакоже покорѣахѫ сꙙ· нъ и҅	τοῦντος, οὐδ' ὅλως κατηνύγοντο, ἀλλὰ καὶ
<015v>	паче не вѣроваахѫ· ꙗ҅коже на то и҅мъ	μᾶλλον ἠπίστουν ὡς λοιπὸν
<015v>	прити и҅ чоудесъ о҅тъ н҄его просити· и҅	ἐλθεῖν εἰς τὸ πεῖραν αὐτὸν θαυμάτων ἀπαιτεῖν καὶ
<015v>	глаголашꙙ ѥ҅моу· что можетъ сътво-	λέγειν αὐτῷ· „Τί δύναται ὁ θεός,
<015v>	рити ѥ҅гоже тꙑ чьтеши· да вѣроуѥ҅мъ	ὃν σὺ σέβῃ, ποιῆσαι, ἵνα πιστεύσωμεν
<015v>	ѥ҅моу· покажи о̑убо намъ понѣ ѥ҅дно	αὐτῷ· δεῖξον οὖν ἡμῖν κἂν ἓν
<015v>	ꙁнамениѥ҆· и҅ вѣроуѥ҅мъ ѥ҅моу и҅ тебѣ·	σημεῖον καὶ πιστεύωμεν αὐτῷ καὶ σοί”.
<015v>	ст꙯ꙑи҆ же кононъ видѣвъ и҅хъ толико	Ὁ δὲ ἅγιος Κώνων ἰδὼν αὐτῶν τὴν τοσαύτην
<015v>	невѣрь҆ство· ꙗ҅ко и҅ ꙁнамениꙗ просꙙт꙽·	ἀπιστίαν καὶ ὅτι σημεῖον αὐτὸν ἀπαιτοῦσιν,
<015v>	рече къ н҄имъ о҅слабите ми мало· и҅ се съ-	εἶπεν πρὸς αὐτούς· „Ἀνάσχεσθε μικρὸν καὶ τοῦτο ποιή-
<015v>	творимъ· нѣ ли ю̑нотъ въ васъ и҅ благо-	σωμεν· οὐχὶ ἐν ἀκμῇ νεότητός ἐστιν καὶ εὐ-
<015v>	голѣненъ· дроуꙁии҅ же бол҄ьши и҅ни	σκελεῖς ἐν ὑμῖν, ἄλλοι δὲ ὑπὲρ τὴν ἀκμὴν πλείονες, ἕτεροι
<015v>	же на кон҄ихъ· да пои҅демъ о̑убо вь҆си	δὲ καὶ ἔφιπποι; Συνδράμωμεν οὖν πάντες
<015v>	на мѣсто вашемоу събороу· вꙑ же варі -	εἰς τὸν νενομισμένον ὑμῖν τόπον τῆς πανηγύρεως· ὑμεῖς μὲν προλάβε-
<015v>	те а҅ꙁъ же а҅кꙑ старъ вь҆слѣдоуѭ̑· и҅ да-	τε, ἐγὼ δὲ ὡς γέρων ἐπακολουθῶ, καὶ δῶ-
<015v>	димъ слово дроугъ дроугоу· и҅же варив꙽	μεν λόγον ἀλλήλοις εἰ τις προλαβὼν
<016r>	доидетъ мѣста того· того ѥ҅стъ силен꙽	φθάσει τὸν τόπον… ὡς ὄντος τοῦ δυνάστου
<016r>	б꙯ъ· а҅ и҅же послѣжде придетъ да месть҆	τοῦ θεοῦ αὐτοῦ· τοῦ δὲ τελευταίως φθάσαντος τιμωρίαν...
<016r>	приїметъ б꙯ъ и҅мъ· ꙗ҅ко не съштоу ѥ҅мꙋ	ὑπομεῖναι τὸν τούτου θεόν, ὡς μὴ ὄντος αὐτοῦ
<016r>	б꙯оу· о҅ни же видѣвъше старость ѥ҅моу	θεοῦ”. Οἱ δέ...
<016r>	порѫгашꙙ сꙙ и҅ о҅бѣшташꙙ сꙙ· о̑уп꙽ваѭ̑-	κατεγέλων αὐτοῦ συντιθέμενοι θαρροῦν-
<016r>	ште кон҄ьскꙑи҅мъ ходомъ· и҅ голѣнь҆-	τες τοῖς τῶν ἵππων δρόμοις καὶ τῇ εὐκνημίᾳ τῶν
<016r>	ми свои҅ми· глаголаа҅хѫ бо дроугъ къ дрꙋ-	ποδῶν· ἔλεγον γὰρ πρὸς ἀλλή-
<016r>	гоу· ꙗко не и҅матъ дои҅ти мѣста· до че-	λους, ὅτι· „Οὐ μὴ δύνηται φθάσαι τὸν τόπον μετὰ τεσ-
<016r>	тꙑрь҆ дь҆ниї· како бо и҅матъ сътръпѣ-	σάρας ἡμέρας· τὴν γὰρ τοσαύτην
<016r>	ти толикъ пѫть҆· бѣд꙽ноу сѫштоу и҅ го-	ὁδὸν μάλιστα δύσβατον οὖσαν πῶς ἔχει εὐτονῆσαι”.
<016r>	ръноу· Ст꙯ꙑи҅ же бж꙯ии кононъ· раꙁоу-	Ὁ δὲ ἅγιος τοῦ θεοῦ Κώνων συν-
<016r>	мѣвъ ꙗ҅ко о҅тъчаашꙙ ѥ҅го· ꙗ҅ко не могѫ-	ιεὶς ὅτι ἀπέγνωσαν αὐτοῦ ὡς μὴ δυνα-
<016r>	штоу ѥ҅моу сего о̑устава съконьчати·	μένου τοῦτον τὸν ὅρον πληρῶσαι,
<016r>	подвиже сꙙ паче· и҅ ѥ҅динъ молитвѫ тво-	προθυμότερος ἐγένετο, κατ' ἰδίαν τε προσευχόμε-
<016r>	рꙙ глаголааше· владꙑко г꙯и б꙯е о҅тче вь҆-	νος ἔλεγεν· „ Δέσποτα κύριε, θεὲ πάτερ παν-
<016r>	седръжителю· г꙯и їсоу х꙯е· ѥ҅гоже ради	τοκράτωρ καὶ κύριε Ἰησοῦ Χριστέ, δι' οὗ
<016r>	миръ бꙑстъ· о̑укрѣпи мꙙ· и҅ съблаꙁні	ὁ κόσμος ἐγένετο... ἐνίσχυσόν με καὶ σύνδησον
<016r>	вьсе множь҆ство се· да навꙑкнѫтъ ꙗко	ὅλον τὸ πλῆθος τοῦτο, ἵνα μάθωσιν ὅτι
<016r>	блаꙁнꙙтъ сꙙ о н҄ихъже вѣроуѭ̑тъ· и҅-	πλανῶνται ἐν οἷς σέβονται, καὶ συμ-
<016r>	спльни ѧ да раꙁоумѣѭ̑тъ ꙗ҅ко тꙑ ѥ҅си	πόδισον αὐτούς, ἵνα γνῶσιν, ὅτι σὺ εἶ
<016r>	б꙯ъ· и҅ раꙁвѣ тебе и҅ного нѣстъ· и҅ да прі-	ὁ θεὸς καὶ πλὴν σοῦ ἄλλος οὐκ ἔστιν· συναντι-
<016r>	и҅метъ мꙙ ст꙯ꙑи҆ а҅р꙽хаг꙽г҄елъ михаи҅лъ·	λάβηται δέ μοι καὶ ὁ ἅγιος ἀρχάγγελος Μιχαήλ,
<016r>	и҅же приведе мꙙ на раꙁоумъ твои҆· и҅ по-	ὃς προσήγαγέν με τῇ ἐπιγνώσει σου καὶ ἐγ-
<016r>	ꙁнати мꙙ сътвори таи҅нѫ твоѭ̑ и҅ꙁ дѣ-	νώρισεν μοι τὸ μυστήριόν σου ἐκ νέ-
<016r>	тъска въꙁдраста· и҅ а҅биѥ҅ приде ст꙯ꙑи	ας ἡλικίας”. Καὶ εὐθέως παρέστη ὁ ἅγιος
<016r>	михаи҅лъ· и҅ ст꙯ааго о̑укрѣпивъ дове-	Μιχαὴλ καὶ τὸν μὲν ἅγιον ἐνισχύσας ἀπέσωσ-
<016r>	де бес троуда на мѣсто· а҅ сиѧ съблаꙁні	εν ἀκόπως ἐν τῷ τόπῳ, τοὺς δὲ βαρβάρους περιέκλεισεν
<016r>	невидимѣ· наченъше пѫть҆ походꙙ-	ἀορασίᾳ ἀρξαμένους τὴς ὁδοιπο-
<016r>	ште и҅ ломꙙште сꙙ бѣа҅хѫ въ горахъ	ρίας· καὶ περιγυρεύοντες καὶ περικλώμενοι ἦσαν ἐν τοῖς ὄρεσι
<016v>	върѫштаѭ̑ште сꙙ вь стѣнахъ вьсь҆ дь-	βοθριζόμενοι ἐν τοῖς κρημνοῖς πᾶσαν τὴν ἡμέρ-
<016v>	нъ тъ и҅ тѫ ношть҆· ꙗ҅коже не и҅мѣти и҅-	αν καὶ την νύκτα... ἐκείνην, ὥστε μὴ ἔχειν αὐ-
<016v>	мъ силꙑ ни тѣла цѣла ни кости· ни	τοὺς ἰσχὺν μήτε σώμα ὑγιὲς καὶ ὀστοῦν, καὶ
<016v>	мѣста о҅тъ мѣста прѣи҅ти не можаа҅хѫ·	τόπον ἐκ τόπου διαβῆναι οὐκ ἠδύναντο.
<016v>	Ст꙯ꙑи҅ же кононъ варивъ на дроугꙑѧ дь҆-	Ὁ δὲ ἅγιος Κώνων προφθάσας... τῇ ἄλλῃ ἡμέ-
<016v>	ни ꙁао̑утра въставъ о҅брати сꙙ· и҅ о҅брѣ-	ρᾳ ἕωθεν ἀναστὰς ὑπέστρεψεν καὶ εὗ-
<016v>	те ѧ на мѣстѣ и҅жде и҅хъ бѣ о҅ставилъ·	ρεν αὐτοὺς ἐν τῷ τόπῳ, ᾧ κατέλειπεν αὐτούς.
<016v>	видѣвъше же ѥ҅го вь҆неꙁаапь о̑ужасъ-	Θεασάμενοι δὲ αὐτὸν ἐξαίφνης, κατεπλά-
<016v>	нѫшꙙ сꙙ· о҅нъ же приближивъ сꙙ къ н҄і-	γησαν· ὁ δὲ ἐγγίσας αὐ-
<016v>	мъ· нападе на н҄ꙙ поѥ҅мь҆ ѧ и глагол҄ꙙ·	τοῖς ἐπενέχθη αὐτοῖς ἐγκαλῶν καὶ λέγων·
<016v>	что се сътвористе· о҅ставивъше мꙙ	„Τί τοῦτο ἐποιήσατε ἀφέντες με
<016v>	доселѣ а҅ а҅ꙁъ о҅жидаѭ̑ васъ· да въстѫ-	ἕως ἄρτι ἐκδεχόμενον ὑμᾶς ὡς ἀναγκασ-
<016v>	живъ пакꙑ о҅братихъ сꙙ къ вамъ·	θῆναι με πάλιν ὑποστρέψαι πρὸς ὑμᾶς;”.
<016v>	о҅ни же троудьни и҅ доушꙙ не и҅мѫште·	Οἱ δὲ συμπεπαρμένοι καὶ ψυχὴν μὴ ἔχοντες
<016v>	повѣдаахѫ ѥ҅моу бꙑвъшеѥ҆ мо-	διηγοῦντο αὐτῷ τὸ γεγονὸς καὶ ἠξί-
<016v>	хѫ ѥ҅го наставити на пѫть҆· о҅номоу	ουν αὐτὸν ἐπιστῆσαι αὐτοὺς ἐν τῇ ὁδῷ. Τοῦ
<016v>	же оувѣштавъшоу сꙙ· и҅ молитвѫ съ-	δὲ πεισθέντος καὶ εὐξα-
<016v>	творивъ· о҅ть҆нꙙ о҅тъ н҄ихъ невидѣ-	μένου, περιεῖλεν αὐτῶν τὴν ἀορασί-
<016v>	ниѥ҅ма҅р꙽хаг꙽г҄еловом· да -	αν διὰ τοῦ ἀρχαγγέλου, καὶ λοιπὸν ἐν ἑαυτοῖς γενό-
<016v>	въшпои҅дошꙙ вьслѣдъ ѥ҅го· прише-	μενοι ἠκολούθουν αὐτῷ. Παραγενο-
<016v>	дъшемъ же и҅мъ на мѣсто· глагола и҅-	μένων δὲ αὐτῶν ἐν τόπῳ, λέγει αὐ-
<016v>	мъ ст꙯ꙑи҆· покористе ли сꙙ о̑убо по о̑уста-	τοῖς ὁ ἅγιος· „Ἐπείσθητε, οὐκοῦν κατὰ τὴν πρότα-
<016v>	воу вашемоу сътворите о҅бѣтъ вашъ·	σιν ὑμῶν ποιήσατε καὶ τὴν σύνταξιν·
<016v>	се бо о҅тъпадосте вꙑ и҅ бг꙯ъ вашъ· да-	ἰδοὺ γὰρ ἡττήθητε ὑμεῖς καὶ ὁ θεὸς ὑμῶν· δό-
<016v>	дите о̑убо да мьштѫ бг꙯оу вашемоу·	τε οὖν μοι καὶ τιμωρήσομαι τὸν θεὸν ὑμῶν”.
<016v>	о҅ни же прѣбꙑваа҅хѫ беꙁокоуѭ̑ште·	Οἱ δὲ ἐπέμενον ἀναισχυντοῦντες
<016v>	невѣрь҆ствиїм· и҅ глаголаа҅хѫ не и҅-	τῇ ἀπιστίᾳ καὶ ἔλεγον· „Οὐ μὴ ἐπι-
<016v>	маши нап꙽сати винꙑ бг꙯оу нашемꙋ·	γράψῃς τὴν αἰτίαν τῷ θεῷ ἡμῶν·
<016v>	мꙑ бо ѥ҅смъ повинь҆ни съблаꙁнивъ-	ἡμεῖς γάρ ἐσμεν αἴτιοι οἱ πλανηθέν-
<017r>	ше сꙙ на пѫти· тъ бо не о҅тъпаде· и҅ насі-	τες ἐν τῇ ὁδῷ, αὐτὸς γὰρ οὐκ ἡττήθη”. Καὶ ἐβιάσ-
<017r>	льѥ сътворишꙙ ѥмоу· не съконь҆чати	αντο αὐτὸν ἐν τῇ δυναστείᾳ μὴ πληρώσαντες
<017r>	ѥже о҅бѣшташꙙ сꙙ· Пакꙑ о̑убо рече и-	ἃ συνέθεντο. Πάλιν οὖν εἶπεν αὐ-
<017r>	мъ· ч꙽то о̑убо хоштете моѥ҅моу ли вѣ-	τοῖς· „Τί οὖν θέλετε, τῷ ἐμῷ πισ-
<017r>	роуѥте богоу и҅ли вашемоу· о҅ни же	τεῦσαι θεῷ ἢ τῷ ὑφ' ὑμῶν σεβομένῳ;”. Οἱ δὲ
<017r>	рѣшꙙ своѥ҅моу· и҅ рече и҅мъ· и҅же о̑убо	ἔφησαν· „Τῷ ὑφ' ἡμῶν...”. Καὶ ἔφη αὐτοῖς· „Ὃ δ' ἂν
<017r>	речетъ лъжеи҅менънъи҆ богъ покори-	εἴπη ὁ ψευδώνυμος θεὸς πείθεσ-
<017r>	те ли сꙙ ѥ҅моу· и҅ вь҆си о̑уставомъ вьꙁь҆-	θε αὐτῷ;”. Καὶ πάντες στοιχεῖν ἐπ-
<017r>	пишꙙ· о̑увѣришꙙ же ѥ҅го о҅ семь· и҅ ра-	εβόησαν. Πιστωσάμενοι δὲ αὐτὸν ἐπὶ τούτῳ, ζω-
<017r>	ждегъ сꙙ ст꙯ꙑи҆ доухомь тече къ коу-	πυρήσας ὁ ἅγιος τῷ πνεύματι ἔδραμεν πρὸς τὸ ξόα-
<017r>	мироу· на вꙑсоцѣ же стоѧштоу коу-	νον· ἐφ' ὑψηλοῦ δὲ ἑστῶτος τοῦ ξοά-
<017r>	миру· въспрѣтивъ ѥ҅моу рече къ н҄емꙋ·	νου, ἐμβριμησάμενος αὐτῷ εἶπεν πρὸς αὐτόν·
<017r>	тебѣ глагол҄ѫ велитъ ти їс꙯ х꙯с мои сьлѣ-	„Σοὶ λέγω, κελεύει σοὶ Ἰησοῦς Χριστὸς ὁ ἐμὸς θεὸς κατελ-
<017r>	сти· страхомже клонꙙ сꙙ и҅ ꙁапрѣште-	θεῖν”. Φόβῳ δὲ κλονούμενον ἐκ τῆς ἐπι-
<017r>	ниѥ҅мъ сь҆паде коумирь҆ съ мѣста сво-	ταγῆς κατέπεσεν τὸ εἴδωλον ἐκ τοῦ τόπου αὐ-
<017r>	ѥ҅го· и валꙙ сꙙ приде блиꙁъ ст꙯ааго· и҅ ста	τοῦ καὶ κυλιόμενον ἦλθεν πλησίον τοῦ ἁγίου καὶ ἔστη
<017r>	простъ· о̑ужаснѫшꙙ же сꙙ вь҆си о҅тъ стра-	ὀρθόν, ἔφριξαν δὲ πάντες ἀπὸ τοῦ φό-
<017r>	ха· вьꙁдивь҆ше же сꙙ о҅тъ чоудесъ вь҆-	βου ἐκπλαγέντες ἐπὶ τῷ θαύματι κρά-
<017r>	скричашꙙ велми· поманѫвъ же и҅мъ	ζοντες μεγάλα· κατασείσας δὲ αὐτοῖς
<017r>	рѫкоѭ̑ рече къ н҄имъ· покористе ли сꙙ	τὴν χεῖρα ἔφη πρὸς αὐτούς· „Ἐπείσθητε
<017r>	понѣ нꙑн҄ѣ· и҅ли ни е҅дначе· видѣшꙙ	κἂν νῦν ἢ οὐδέπω;“. Ἑώρα
<017r>	бо коѥго рѫгаѭ̑шта сꙙ· да о҅ви о҅бѣшта-	γάρ τινας σχετλιάζοντας, καὶ οἱ μὲν συνέ-
<017r>	ваа҅хѫ сꙙ· дроуꙁиї же не покораа҅хѫ сꙙ·	θεντο· οἱ δὲ ἠπείθουν,
<017r>	глаголѫ̑ште а҅кꙑ нѣстъ велико чоудо·	ὡς οὐκ ὄντος μεγάλου τοῦ θαύματος.
<017r>	о҅нъ же не о҅слабь҆ꙗ҅ше имъ· нъ прѣбꙑ-	Ὁ δὲ οὐκ ἐνεδίδου αὐτοῖς, ἀλλ' ἐπέμε-
<017r>	вааше кажꙙ и҅ глагол҄ꙙ·	νεν παραινῶν αὐτοῖς καὶ λέγων·
<017r>	҆Ѡ толикоу вашемоу беꙁоумию̑· доколѣ	„῏Ω τῆς τοσαύτης ὑμῶν ἀνοίας· ἕως ποτε
<017r>	прѣбꙑвате въ беꙁоумиї· и҅же ѥ҅стъ б꙯ъ·	ἐπιμένετε παραφρονοῦντες· ὁ ὢν θεὸς
<017r>	не тацѣхъ хоштетъ да бѫдѫтъ и҅же	οὐ τοιούτους θέλει εἶναι τοὺς
<017v>	ѥ҅моу сѫтъ свои҆· и҅ чътѫштиї ѥ҅го· нъ та-	ὄντας αὐτοῦ καὶ σεβομένους αὐτόν, ἀλλὰ τοιαύ-
<017v>	ка срьд꙽ца и҅мѣти· ꙗ҅коже ѥ҅стъ самъ	τας ἔχειν καρδίας, οἷός ἐστιν αὐτός·
<017v>	и҅стиненъ и҅ благъ сꙑ· и҅ свои҅мъ благо-	ἀληθινὸς... καὶ... ἀγαθὸς ὢν καὶ τοὺς αὐτοῦ ἀγα-
<017v>	мъ велитъ бꙑти· правь҆дивъ сꙑ· и҅ сво-	θοὺς εἶναι θέλει· δίκαιος ὢν καὶ τοὺς αὐ-
<017v>	и҅мъ такожде велитъ бꙑти· и҅ тацѣ-	τοῦ ὁμοίους εἶναι βούλεται. Καὶ... τοι-
